Year,Month,Day,Hour,Day_of_Week,Weekend,Public_Holiday,Location,Zone_Type,Road_Type,Population_Density,Distance_to_Factory_km,Construction_Level,Season,Temperature_C,Humidity_Percent,Rainfall_mm,Wind_Speed_kmh,Wind_Direction,Atmospheric_Pressure_hPa,Traffic_Density,Vehicle_Count_Per_Hour,Rush_Hour,Industrial_Level,Green_Cover_Percent,Previous_Day_AQI,AQI_US
2024,1,2,19,Tuesday,No,No,Mahara,Urban,Secondary Road,5982,3.75,Medium,Northeast Monsoon,28.8,78.3,61.4,10.9,N,1012.6,3.91,22873.0,Yes,8,14,69.7,124.1
2024,1,3,10,Wednesday,No,No,Peliyagoda,Commercial/Industrial,Main Road,7447,2.54,Medium,Northeast Monsoon,29.1,68.7,68.6,13.0,SE,1008.9,4.06,18057.0,No,9,15,156.8,124.8
2024,1,3,11,Wednesday,No,No,Kelaniya,Commercial/Industrial,Main Road,6899,3.28,High,Northeast Monsoon,28.8,93.1,54.2,15.0,NE,1008.2,3.2,17916.0,No,8,13,130.5,124.1
2024,1,3,20,Wednesday,No,No,Pannipitiya,Suburban,Secondary Road,5656,5.4,High,Northeast Monsoon,26.8,82.0,147.2,12.4,N,1008.4,2.39,15762.0,No,6,16,106.6,59.3
2024,1,3,21,Wednesday,No,No,Mulleriyawa,Suburban,Main Road,5435,3.19,High,Northeast Monsoon,30.1,81.5,6.6,17.2,NE,1013.0,2.88,16152.0,No,5,15,73.8,93.3
2024,1,4,1,Thursday,No,No,Mulleriyawa,Suburban,Secondary Road,6042,3.39,Medium,Northeast Monsoon,27.4,71.0,85.1,13.1,W,1012.6,1.64,8470.0,No,6,16,80.6,58.1
2024,1,4,3,Thursday,No,No,Hokandara,Suburban,Main Road,5213,3.71,Low,Northeast Monsoon,28.1,72.8,45.2,10.0,E,1016.2,0.89,7914.0,No,6,26,59.2,49.9
2024,1,4,20,Thursday,No,Yes,Thalawathugoda,Suburban,Main Road,6838,3.2,Low,Northeast Monsoon,29.1,85.8,203.8,13.9,SE,1013.1,2.42,12957.0,No,6,15,78.4,54.9
2024,1,5,5,Friday,No,No,Colombo City,Commercial/Industrial,Main Road,8374,3.54,Medium,Northeast Monsoon,29.9,72.3,65.2,14.8,E,1012.9,2.73,15673.0,No,7,18,121.1,103.9
2024,1,6,7,Saturday,Yes,No,Padukka,Suburban,Main Road,6233,4.36,High,Northeast Monsoon,27.3,69.0,62.3,19.1,NE,1011.3,2.79,15562.0,Yes,5,20,74.5,65.2
2024,1,7,0,Sunday,Yes,No,Homagama,Suburban,Secondary Road,5389,4.81,Medium,Northeast Monsoon,27.9,79.4,21.3,15.6,W,1010.5,1.32,6811.0,No,6,20,123.6,59.7
2024,1,7,9,Sunday,Yes,No,Nawala,Urban,Secondary Road,6751,4.22,High,Northeast Monsoon,31.2,62.1,28.4,8.6,W,1013.0,3.28,20033.0,Yes,8,21,83.7,103.7
2024,1,8,6,Monday,No,No,Angoda,Suburban,Secondary Road,4997,5.0,Low,Northeast Monsoon,26.5,83.5,98.8,16.8,E,1012.6,2.31,12100.0,No,6,23,123.5,67.7
2024,1,9,16,Tuesday,No,No,Thalawathugoda,Suburban,Main Road,5524,3.13,Low,Northeast Monsoon,27.4,83.7,34.9,9.8,NW,1015.0,3.79,22652.0,No,6,25,71.7,104.8
2024,1,10,2,Wednesday,No,No,Dehiwala-Mount Lavinia,Urban,Main Road,5934,3.99,Medium,Northeast Monsoon,28.1,78.4,50.0,18.6,SW,1014.5,1.65,8220.0,No,6,20,85.7,59.1
2024,1,10,18,Wednesday,No,No,Hanwella,Suburban,Secondary Road,6343,7.6,Low,Northeast Monsoon,25.3,70.8,48.4,8.9,W,1007.8,3.23,20371.0,Yes,6,25,52.9,89.4
2024,1,11,0,Thursday,No,No,Mulleriyawa,Suburban,Main Road,4861,3.17,High,Northeast Monsoon,29.3,72.8,13.0,19.9,W,1010.1,1.63,8668.0,No,8,18,74.5,71.8
2024,1,11,3,Thursday,No,No,Pannipitiya,Suburban,Main Road,5609,4.19,High,Northeast Monsoon,29.5,74.4,87.1,9.9,NW,1009.8,1.19,7615.0,No,5,11,41.8,50.7
2024,1,11,8,Thursday,No,No,Wellampitiya,Commercial/Industrial,Highway,5924,1.91,Medium,Northeast Monsoon,30.4,69.0,6.8,14.8,SE,1009.1,4.8,27924.0,Yes,8,15,92.9,148.6
2024,1,12,6,Friday,No,No,Kotikawatta,Urban,Main Road,7903,2.43,Medium,Northeast Monsoon,30.8,82.5,28.4,13.9,NE,1010.6,1.65,15276.0,No,9,13,63.7,93.1
2024,1,12,8,Friday,No,No,Athurugiriya,Suburban,Main Road,5250,3.5,Low,Northeast Monsoon,29.1,88.2,69.5,21.0,N,1012.8,3.77,20891.0,Yes,5,25,106.3,92.6
2024,1,12,19,Friday,No,No,Hanwella,Suburban,Secondary Road,3988,7.94,Low,Northeast Monsoon,29.7,68.4,67.3,13.8,NW,1008.6,3.33,20901.0,Yes,4,24,71.4,89.9
2024,1,13,1,Saturday,Yes,No,Colombo City,Commercial/Industrial,Main Road,8625,1.15,Low,Northeast Monsoon,29.8,78.4,77.7,10.8,SE,1010.6,1.03,8869.0,No,7,9,98.5,79.0
2024,1,13,2,Saturday,Yes,No,Rajagiriya,Urban,Main Road,6188,4.98,Medium,Northeast Monsoon,27.6,81.8,61.8,11.8,NE,1006.5,0.79,6990.0,No,6,16,64.7,59.0
2024,1,13,3,Saturday,Yes,No,Angoda,Suburban,Main Road,4965,5.55,High,Northeast Monsoon,28.2,95.5,99.6,7.1,N,1007.6,0.91,6909.0,No,5,20,94.0,56.1
2024,1,13,10,Saturday,Yes,Yes,Kaduwela,Suburban,Secondary Road,7069,5.32,Medium,Northeast Monsoon,26.9,78.6,6.0,17.2,SW,1014.1,2.42,11492.0,No,6,24,75.9,71.5
2024,1,14,16,Sunday,Yes,No,Avissawella,Suburban,Main Road,5008,4.69,Medium,Northeast Monsoon,27.5,85.4,128.5,17.6,NE,1012.6,3.16,16827.0,No,3,16,77.2,66.4
2024,1,15,5,Monday,No,No,Kolonnawa,Commercial/Industrial,Main Road,8002,2.59,High,Northeast Monsoon,27.2,93.1,76.5,17.2,NW,1009.2,2.4,16375.0,No,6,12,73.0,81.9
2024,1,16,5,Tuesday,No,No,Godagama,Suburban,Secondary Road,4389,4.5,High,Northeast Monsoon,27.2,70.8,116.7,11.2,NW,1008.9,1.73,10765.0,No,7,24,44.3,55.8
2024,1,16,15,Tuesday,No,No,Colombo City,Commercial/Industrial,Main Road,8542,4.63,High,Northeast Monsoon,28.6,80.6,79.7,13.2,SE,1008.5,3.26,20402.0,No,8,9,100.3,120.1
2024,1,16,19,Tuesday,No,No,Madiwela,Suburban,Secondary Road,4295,4.77,Low,Northeast Monsoon,26.5,73.5,71.4,17.8,N,1007.5,4.03,21570.0,Yes,8,16,58.1,101.2
2024,1,17,11,Wednesday,No,No,Koswatta,Suburban,Secondary Road,6227,4.68,Medium,Northeast Monsoon,28.5,75.3,25.3,9.8,NW,1005.9,2.74,13596.0,No,4,19,64.8,73.8
2024,1,17,23,Wednesday,No,No,Wellampitiya,Commercial/Industrial,Main Road,7982,3.52,High,Northeast Monsoon,27.9,75.7,90.5,15.1,E,1005.8,2.54,14888.0,No,7,18,63.7,68.3
2024,1,18,4,Thursday,No,No,Godagama,Suburban,Secondary Road,5634,4.81,High,Northeast Monsoon,26.4,69.9,71.8,12.2,SE,1005.3,1.23,6512.0,No,6,25,69.8,39.2
2024,1,18,15,Thursday,No,No,Colombo City,Commercial/Industrial,Main Road,8516,3.9,Low,Northeast Monsoon,29.6,81.4,66.7,14.9,SW,1006.7,3.23,20991.0,No,10,8,101.0,115.4
2024,1,18,18,Thursday,No,No,Kelaniya,Commercial/Industrial,Main Road,7758,4.69,Low,Northeast Monsoon,26.5,90.2,5.3,7.6,S,1011.9,5.08,28997.0,Yes,6,15,92.9,127.0
2024,1,18,23,Thursday,No,No,Kolonnawa,Commercial/Industrial,Main Road,8024,1.27,High,Northeast Monsoon,27.8,73.5,59.7,9.2,NE,1014.5,2.06,14634.0,No,6,20,82.0,77.7
2024,1,19,1,Friday,No,No,Boralesgamuwa,Suburban,Secondary Road,6690,2.68,High,Northeast Monsoon,26.0,76.9,31.8,9.9,NE,1007.3,1.14,6578.0,No,5,17,80.8,54.4
2024,1,19,9,Friday,No,No,Hanwella,Suburban,Secondary Road,4744,3.95,High,Northeast Monsoon,26.4,81.5,55.7,16.7,NW,1011.0,3.92,18995.0,Yes,5,20,69.2,88.0
2024,1,20,3,Saturday,Yes,No,Mahara,Urban,Main Road,4922,3.9,Low,Northeast Monsoon,25.9,79.2,54.6,16.7,N,1008.4,1.02,5688.0,No,6,25,75.6,43.8
2024,1,20,7,Saturday,Yes,No,Athurugiriya,Suburban,Main Road,5111,8.89,Low,Northeast Monsoon,28.3,88.0,15.8,11.7,N,1008.1,2.42,18365.0,Yes,4,12,75.2,87.1
2024,1,20,11,Saturday,Yes,No,Nawala,Urban,Secondary Road,6715,4.21,High,Northeast Monsoon,26.5,76.0,19.7,14.0,NW,1011.8,2.18,12697.0,No,5,21,98.3,70.5
2024,1,21,2,Sunday,Yes,No,Nawala,Urban,Secondary Road,4716,2.06,High,Northeast Monsoon,26.6,76.2,93.9,12.9,S,1015.3,1.01,6707.0,No,5,18,96.4,60.6
2024,1,21,22,Sunday,Yes,No,Mahara,Urban,Secondary Road,5921,4.27,Medium,Northeast Monsoon,29.9,89.4,57.8,11.1,NE,1014.3,2.66,14869.0,No,6,22,82.4,81.8
2024,1,22,0,Monday,No,No,Boralesgamuwa,Suburban,Secondary Road,6558,5.17,Medium,Northeast Monsoon,29.9,78.2,29.3,19.8,S,1015.4,1.6,8172.0,No,8,18,35.6,40.0
2024,1,22,12,Monday,No,No,Horana,Suburban,Main Road,5403,5.95,Low,Northeast Monsoon,29.1,78.5,153.7,19.7,N,1007.2,2.81,12953.0,No,6,23,119.1,70.7
2024,1,22,13,Monday,No,No,Nugegoda,Urban,Secondary Road,4715,5.22,Medium,Northeast Monsoon,27.3,77.0,44.3,14.8,E,1012.8,3.31,17073.0,No,7,18,86.8,86.3
2024,1,23,5,Tuesday,No,No,Kelaniya,Commercial/Industrial,Main Road,7427,3.78,Low,Northeast Monsoon,27.0,72.2,80.4,13.8,N,1010.6,2.52,14928.0,No,7,16,148.2,102.6
2024,1,23,5,Tuesday,No,No,Madiwela,Suburban,Main Road,4433,4.41,High,Northeast Monsoon,29.8,90.5,102.2,8.7,N,1015.5,2.17,13443.0,No,6,23,85.9,66.8
2024,1,23,14,Tuesday,No,No,Peliyagoda,Commercial/Industrial,Main Road,8380,1.74,High,Northeast Monsoon,31.1,78.5,44.4,13.6,S,1019.4,3.1,20726.0,No,9,9,48.5,91.4
2024,1,24,1,Wednesday,No,No,Talawatugoda,Suburban,Main Road,5760,6.26,High,Northeast Monsoon,26.8,82.0,45.2,17.6,SW,1018.6,1.08,7069.0,No,4,12,99.1,53.7
2024,1,25,2,Thursday,No,No,Homagama,Suburban,Secondary Road,4640,5.03,Medium,Northeast Monsoon,26.5,78.0,41.1,14.6,W,1009.3,1.45,8613.0,No,7,13,48.1,51.2
2024,1,25,8,Thursday,No,No,Kotikawatta,Urban,Main Road,6836,3.4,Low,Northeast Monsoon,26.8,78.5,43.3,11.7,SW,1004.6,4.44,26267.0,Yes,7,15,65.7,121.0
2024,1,25,12,Thursday,No,No,Talawatugoda,Suburban,Secondary Road,6304,3.0,Low,Northeast Monsoon,26.2,96.5,46.1,11.2,E,1008.9,3.04,14681.0,No,7,13,42.0,86.7
2024,1,25,20,Thursday,No,No,Mulleriyawa,Suburban,Main Road,5378,1.19,Medium,Northeast Monsoon,27.9,75.0,79.2,13.1,SW,1016.9,2.48,15368.0,No,6,16,51.9,65.7
2024,1,25,22,Thursday,No,No,Hokandara,Suburban,Secondary Road,6122,6.8,Medium,Northeast Monsoon,27.3,89.0,39.9,17.3,NE,1009.0,2.34,16065.0,No,6,21,89.7,84.4
2024,1,26,4,Friday,No,No,Padukka,Suburban,Secondary Road,5229,4.8,High,Northeast Monsoon,27.0,76.3,88.1,15.9,NW,1012.4,1.19,6435.0,No,4,21,82.7,35.0
2024,1,27,10,Saturday,Yes,Yes,Pannipitiya,Suburban,Secondary Road,3197,5.14,Low,Northeast Monsoon,26.4,75.1,101.3,14.2,N,1010.7,2.2,11980.0,No,6,18,48.4,57.6
2024,1,27,22,Saturday,Yes,No,Athurugiriya,Suburban,Main Road,5629,7.58,High,Northeast Monsoon,29.1,74.4,214.0,15.8,E,1008.9,1.77,14091.0,No,6,22,98.6,53.9
2024,1,27,22,Saturday,Yes,No,Colombo City,Commercial/Industrial,Main Road,8615,0.5,Medium,Northeast Monsoon,25.0,69.5,220.0,9.9,SE,1011.5,3.09,16197.0,No,8,7,88.5,100.8
2024,1,28,4,Sunday,Yes,No,Battaramulla,Urban,Secondary Road,4847,6.55,Low,Northeast Monsoon,29.3,74.9,108.7,21.5,N,1007.5,1.67,7211.0,No,7,19,119.9,48.1
2024,1,28,6,Sunday,Yes,No,Boralesgamuwa,Suburban,Secondary Road,6119,5.21,High,Northeast Monsoon,27.3,68.2,46.8,15.8,SW,1013.2,1.74,9652.0,No,6,17,82.2,56.6
2024,1,28,16,Sunday,Yes,No,Nugegoda,Urban,Secondary Road,5910,2.51,Low,Northeast Monsoon,30.2,79.2,121.9,7.3,E,1004.1,3.18,21041.0,No,8,12,75.1,104.1
2024,1,30,6,Tuesday,No,No,Horana,Suburban,Secondary Road,4122,6.1,Medium,Northeast Monsoon,31.5,86.5,61.6,16.3,NE,1008.2,2.06,10112.0,No,6,17,52.0,72.7
2024,1,31,0,Wednesday,No,No,Kelaniya,Commercial/Industrial,Main Road,6618,3.31,High,Northeast Monsoon,28.4,95.2,95.1,15.6,N,1008.0,1.91,9754.0,No,7,14,98.5,66.2
2024,1,31,14,Wednesday,No,No,Nugegoda,Urban,Main Road,6387,3.68,High,Northeast Monsoon,29.4,74.6,17.8,9.7,E,1008.8,2.78,15281.0,No,7,16,130.3,106.9
2024,2,1,15,Thursday,No,No,Koswatta,Suburban,Main Road,5244,3.14,Medium,Northeast Monsoon,29.3,82.1,33.1,13.7,S,1015.7,2.67,14871.0,No,6,12,103.6,96.7
2024,2,1,17,Thursday,No,No,Kotikawatta,Urban,Main Road,6918,3.11,Medium,Northeast Monsoon,29.1,86.7,22.1,8.8,W,1007.0,3.95,27859.0,Yes,7,16,68.0,135.4
2024,2,2,2,Friday,No,No,Koswatta,Suburban,Main Road,4983,5.58,Medium,Northeast Monsoon,29.2,78.9,12.4,11.7,W,1008.5,1.18,7914.0,No,7,18,67.5,66.6
2024,2,2,3,Friday,No,No,Hanwella,Suburban,Secondary Road,5554,3.18,Medium,Northeast Monsoon,28.8,69.0,86.3,9.4,S,1009.7,1.15,6783.0,No,4,29,44.6,36.2
2024,2,2,9,Friday,No,No,Nawala,Urban,Secondary Road,7020,2.93,Medium,Northeast Monsoon,27.5,74.9,34.9,7.3,E,1013.6,3.96,25042.0,Yes,6,14,101.5,136.9
2024,2,3,3,Saturday,Yes,No,Athurugiriya,Suburban,Secondary Road,5714,3.46,High,Northeast Monsoon,25.1,89.8,33.3,23.3,N,1007.8,0.98,6378.0,No,6,15,62.3,40.8
2024,2,3,8,Saturday,Yes,Yes,Avissawella,Suburban,Secondary Road,5222,3.73,High,Northeast Monsoon,27.5,87.9,68.4,15.8,SE,1019.9,2.43,15590.0,Yes,6,30,66.4,81.2
2024,2,3,20,Saturday,Yes,No,Maharagama,Urban,Secondary Road,5554,4.38,Medium,Northeast Monsoon,29.1,75.7,86.0,15.9,E,1001.3,2.72,13746.0,No,5,18,97.8,75.1
2024,2,4,6,Sunday,Yes,No,Kolonnawa,Commercial/Industrial,Main Road,6641,3.56,High,Northeast Monsoon,29.2,65.1,57.4,15.8,S,1013.9,1.52,13685.0,No,9,12,111.7,88.0
2024,2,4,7,Sunday,Yes,No,Angoda,Suburban,Main Road,5621,3.37,Medium,Northeast Monsoon,26.6,82.8,102.3,12.8,SW,1008.3,3.55,17434.0,Yes,8,13,67.2,100.2
2024,2,4,8,Sunday,Yes,No,Mulleriyawa,Suburban,Secondary Road,4984,4.43,Medium,Northeast Monsoon,26.4,91.7,35.0,16.6,E,1013.1,2.95,18038.0,Yes,7,22,76.0,92.8
2024,2,5,11,Monday,No,No,Kotte (Sri Jayawardenepura Kotte),Urban,Secondary Road,5852,6.09,Medium,Northeast Monsoon,26.4,76.0,18.7,11.0,E,1000.0,2.91,16864.0,No,7,14,49.9,99.6
2024,2,5,14,Monday,No,No,Madiwela,Suburban,Secondary Road,4630,4.89,High,Northeast Monsoon,31.0,89.3,15.5,11.0,NE,1018.0,2.16,14603.0,No,6,17,69.4,90.7
2024,2,5,19,Monday,No,No,Pannipitiya,Suburban,Secondary Road,5930,1.87,Medium,Northeast Monsoon,27.2,78.2,39.1,16.4,S,1012.9,3.97,22548.0,Yes,6,19,53.0,99.2
2024,2,6,6,Tuesday,No,No,Malabe,Suburban,Secondary Road,4801,5.24,Medium,Northeast Monsoon,29.1,74.6,47.6,15.3,E,1007.5,2.11,11373.0,No,6,19,53.7,65.8
2024,2,6,13,Tuesday,No,No,Peliyagoda,Commercial/Industrial,Main Road,8225,4.03,Low,Northeast Monsoon,30.8,77.9,70.0,19.8,N,1014.1,3.12,17501.0,No,7,6,130.8,110.7
2024,2,7,1,Wednesday,No,No,Dehiwala-Mount Lavinia,Urban,Secondary Road,6227,5.12,Medium,Northeast Monsoon,30.5,73.0,11.4,16.1,E,1011.8,1.57,7907.0,No,6,15,78.5,77.4
2024,2,7,2,Wednesday,No,No,Maharagama,Urban,Main Road,7013,4.32,Low,Northeast Monsoon,29.2,87.4,151.4,12.4,SW,1010.0,1.68,8322.0,No,6,15,84.1,45.6
2024,2,9,0,Friday,No,No,Kelaniya,Commercial/Industrial,Highway,8200,3.55,Medium,Northeast Monsoon,25.0,77.4,16.8,11.4,N,1012.4,1.61,9168.0,No,10,11,103.8,95.0
2024,2,9,5,Friday,No,No,Hokandara,Suburban,Secondary Road,7182,3.25,Low,Northeast Monsoon,29.0,91.8,68.0,13.0,SW,1012.5,2.27,13161.0,No,5,21,101.6,68.6
2024,2,9,15,Friday,No,No,Kolonnawa,Commercial/Industrial,Highway,8218,0.54,Low,Northeast Monsoon,26.3,85.4,63.0,19.3,N,1008.9,3.12,17526.0,No,8,12,85.7,99.7
2024,2,9,15,Friday,No,No,Wellampitiya,Commercial/Industrial,Main Road,7596,2.01,Low,Northeast Monsoon,26.5,80.3,102.2,17.6,SE,1011.8,2.9,18652.0,No,6,10,101.8,99.0
2024,2,10,4,Saturday,Yes,No,Kesbewa,Suburban,Secondary Road,5895,6.56,High,Northeast Monsoon,28.6,77.3,17.8,19.7,E,1006.5,1.3,6124.0,No,6,20,53.5,37.5
2024,2,10,7,Saturday,Yes,No,Kolonnawa,Commercial/Industrial,Main Road,8612,0.52,Low,Northeast Monsoon,29.6,83.8,28.4,13.6,N,1009.8,4.04,22188.0,Yes,8,13,101.5,123.7
2024,2,10,7,Saturday,Yes,Yes,Padukka,Suburban,Secondary Road,4214,4.66,Low,Northeast Monsoon,32.0,70.5,91.9,9.5,NE,1013.9,2.68,14661.0,Yes,4,13,88.1,83.0
2024,2,10,8,Saturday,Yes,No,Battaramulla,Urban,Secondary Road,7239,3.29,High,Northeast Monsoon,28.7,85.9,22.5,6.3,S,1013.7,3.36,18008.0,Yes,6,15,43.7,99.4
2024,2,11,7,Sunday,Yes,No,Kottawa,Suburban,Main Road,5331,4.59,Medium,Northeast Monsoon,25.6,81.9,131.4,17.8,SE,1009.5,2.62,18086.0,Yes,6,16,45.1,60.5
2024,2,11,18,Sunday,Yes,No,Kolonnawa,Commercial/Industrial,Main Road,7047,3.33,Medium,Northeast Monsoon,26.3,74.1,47.9,11.1,S,1017.9,3.7,23414.0,Yes,9,12,79.5,113.7
2024,2,11,20,Sunday,Yes,No,Athurugiriya,Suburban,Main Road,5077,4.92,Medium,Northeast Monsoon,27.1,79.2,53.3,14.1,S,1013.7,2.07,12403.0,No,5,23,76.0,69.7
2024,2,11,21,Sunday,Yes,No,Nawala,Urban,Main Road,6807,6.86,Medium,Northeast Monsoon,28.6,86.6,56.3,11.9,N,1006.9,1.96,12831.0,No,4,15,97.5,71.9
2024,2,12,0,Monday,No,No,Kaduwela,Suburban,Secondary Road,5510,6.44,Low,Northeast Monsoon,28.3,85.6,39.9,19.2,N,1004.3,1.21,7733.0,No,7,19,48.4,49.8
2024,2,12,14,Monday,No,No,Kotte (Sri Jayawardenepura Kotte),Urban,Secondary Road,5212,6.24,Low,Northeast Monsoon,28.0,84.7,52.2,14.9,NW,1014.5,2.55,15552.0,No,8,18,97.0,83.5
2024,2,13,16,Tuesday,No,No,Kottawa,Suburban,Main Road,5444,4.15,Low,Northeast Monsoon,29.7,91.9,45.7,15.0,W,1014.9,3.61,25329.0,No,7,13,97.5,112.5
2024,2,14,11,Wednesday,No,No,Kolonnawa,Commercial/Industrial,Main Road,7540,1.5,High,Northeast Monsoon,29.4,75.7,63.6,8.9,S,1011.4,3.07,18948.0,No,8,5,126.8,126.5
2024,2,15,8,Thursday,No,Yes,Piliyandala,Suburban,Secondary Road,5047,5.59,Medium,Northeast Monsoon,29.7,76.4,33.7,8.0,SW,1011.1,2.58,16325.0,Yes,4,21,45.4,98.3
2024,2,15,13,Thursday,No,No,Horana,Suburban,Secondary Road,5471,5.53,Low,Northeast Monsoon,27.6,79.7,29.8,14.5,NW,1005.2,2.21,13889.0,No,6,14,50.1,75.8
2024,2,16,1,Friday,No,No,Avissawella,Suburban,Secondary Road,5536,5.49,High,Northeast Monsoon,27.4,86.2,23.5,9.2,S,1011.7,0.94,8113.0,No,5,17,68.8,50.7
2024,2,16,12,Friday,No,No,Wellampitiya,Commercial/Industrial,Main Road,6538,5.01,High,Northeast Monsoon,28.0,74.0,54.1,15.3,SE,1009.3,2.72,18966.0,No,8,14,113.2,115.9
2024,2,16,16,Friday,No,No,Colombo City,Commercial/Industrial,Main Road,8134,3.7,Low,Northeast Monsoon,30.7,82.1,53.1,18.8,S,1012.5,4.87,32154.0,No,8,9,85.0,130.1
2024,2,16,19,Friday,No,No,Moratuwa,Urban,Main Road,6712,1.77,High,Northeast Monsoon,27.7,79.6,39.2,9.8,NE,1003.9,4.65,26641.0,Yes,7,12,71.7,137.1
2024,2,17,2,Saturday,Yes,No,Kottawa,Suburban,Secondary Road,4391,4.09,High,Northeast Monsoon,28.3,74.3,137.9,11.0,SE,1010.2,1.03,7322.0,No,7,16,90.8,42.3
2024,2,17,4,Saturday,Yes,No,Talawatugoda,Suburban,Secondary Road,4622,6.64,Low,Northeast Monsoon,28.8,65.8,78.5,16.1,NE,1008.4,1.08,6152.0,No,6,22,46.5,35.0
2024,2,18,5,Sunday,Yes,No,Rajagiriya,Urban,Secondary Road,6585,6.15,High,Northeast Monsoon,27.9,87.7,220.0,17.6,N,1010.0,1.94,13113.0,No,8,18,70.9,57.5
2024,2,18,6,Sunday,Yes,No,Kelaniya,Commercial/Industrial,Main Road,8010,6.94,Medium,Northeast Monsoon,29.8,76.3,42.6,18.0,N,1006.3,2.1,13199.0,No,9,13,119.1,89.9
2024,2,18,15,Sunday,Yes,No,Battaramulla,Urban,Secondary Road,6270,3.57,Medium,Northeast Monsoon,28.2,79.4,120.4,13.5,N,1007.6,1.81,13320.0,No,7,13,69.0,67.6
2024,2,18,21,Sunday,Yes,No,Kottawa,Suburban,Main Road,6229,2.73,High,Northeast Monsoon,27.9,76.5,64.5,13.0,E,1009.5,2.39,11367.0,No,7,26,126.4,88.5
2024,2,19,6,Monday,No,No,Kotikawatta,Urban,Main Road,6870,1.89,Low,Northeast Monsoon,26.0,87.0,34.8,16.1,SW,1008.1,2.5,13458.0,No,9,19,92.2,90.8
2024,2,19,8,Monday,No,No,Mahara,Urban,Main Road,6430,3.16,Medium,Northeast Monsoon,26.7,80.1,66.3,17.2,SE,1009.0,4.13,22784.0,Yes,6,11,39.0,100.3
2024,2,19,13,Monday,No,No,Horana,Suburban,Main Road,3923,6.74,High,Northeast Monsoon,26.6,72.0,63.0,13.8,NW,1010.9,2.54,14791.0,No,5,20,37.1,53.9
2024,2,21,2,Wednesday,No,No,Kotikawatta,Urban,Main Road,6572,3.08,High,Northeast Monsoon,27.3,85.1,30.0,11.4,SE,1011.2,1.2,8213.0,No,8,10,115.5,94.3
2024,2,21,2,Wednesday,No,No,Piliyandala,Suburban,Secondary Road,7027,6.07,Medium,Northeast Monsoon,29.0,68.4,41.6,8.5,S,1000.9,1.17,6756.0,No,5,20,82.1,47.6
2024,2,21,3,Wednesday,No,No,Madiwela,Suburban,Secondary Road,6675,5.74,High,Northeast Monsoon,29.7,86.3,28.2,13.4,N,1009.3,1.06,6853.0,No,6,25,59.8,39.6
2024,2,21,19,Wednesday,No,No,Padukka,Suburban,Secondary Road,3997,6.69,Medium,Northeast Monsoon,28.3,70.6,28.2,4.0,N,1004.7,3.38,22522.0,Yes,6,23,48.6,85.4
2024,2,22,20,Thursday,No,No,Avissawella,Suburban,Main Road,4411,6.13,High,Northeast Monsoon,25.0,76.4,8.0,14.7,NW,1013.5,2.24,12066.0,No,3,19,70.0,75.8
2024,2,23,5,Friday,No,No,Kotikawatta,Urban,Main Road,6977,3.45,Low,Northeast Monsoon,29.4,80.1,119.6,19.1,N,1002.4,2.03,14402.0,No,7,17,111.3,86.8
2024,2,23,16,Friday,No,No,Talawatugoda,Suburban,Secondary Road,4309,4.68,High,Northeast Monsoon,29.5,82.6,51.9,16.3,SW,1011.3,3.81,22413.0,No,4,22,73.0,74.2
2024,2,24,2,Saturday,Yes,No,Peliyagoda,Commercial/Industrial,Highway,7982,2.92,Low,Northeast Monsoon,28.4,78.4,78.0,10.5,N,1013.1,1.13,6680.0,No,7,5,119.6,82.4
2024,2,24,6,Saturday,Yes,No,Hokandara,Suburban,Secondary Road,5669,6.87,Low,Northeast Monsoon,29.9,83.1,95.7,12.3,NW,1007.8,1.71,8037.0,No,6,24,164.2,64.2
2024,2,25,8,Sunday,Yes,No,Nawala,Urban,Main Road,6766,4.62,High,Northeast Monsoon,28.5,72.9,147.7,16.0,SW,1004.1,2.75,19161.0,Yes,5,18,64.6,74.8
2024,2,25,15,Sunday,Yes,No,Dehiwala-Mount Lavinia,Urban,Secondary Road,5706,2.97,Medium,Northeast Monsoon,29.5,80.0,95.9,12.0,S,1009.8,2.08,13138.0,No,9,19,105.5,87.4
2024,2,25,20,Sunday,Yes,Yes,Thalawathugoda,Suburban,Secondary Road,5069,2.3,Medium,Northeast Monsoon,28.8,75.7,30.2,11.1,S,1003.6,1.88,11681.0,No,7,10,63.5,72.6
2024,2,25,21,Sunday,Yes,No,Malabe,Suburban,Secondary Road,5579,2.6,Low,Northeast Monsoon,27.6,82.4,19.0,7.0,NW,1008.6,2.32,12353.0,No,7,15,81.9,94.4
2024,2,25,23,Sunday,Yes,No,Pannipitiya,Suburban,Secondary Road,5198,6.09,Low,Northeast Monsoon,26.6,74.2,102.1,15.4,NW,1008.7,1.77,7763.0,No,7,14,77.9,60.4
2024,2,26,1,Monday,No,No,Horana,Suburban,Main Road,4489,4.31,Low,Northeast Monsoon,27.9,81.9,32.6,19.2,NE,1013.9,1.21,7077.0,No,5,25,77.9,40.9
2024,2,26,4,Monday,No,No,Boralesgamuwa,Suburban,Secondary Road,5924,5.08,High,Northeast Monsoon,26.2,78.1,62.1,15.4,SW,1018.8,0.68,7858.0,No,8,23,110.7,47.8
